"t","A","D","Y","fs","V","F",
0,-32.3798,0.021147,2.2551,3004.8,7.8095,946.961,
0.0003328,-31.0326,0.023891,2.2554,,7.5231,945.2964,
0.0006656,-29.5357,0.026439,2.2554,,7.3596,943.2157,
0.0009984,-36.5712,0.029005,2.2554,,6.9422,940.7187,
0.0013312,-40.7625,0.031543,2.2554,,7.1011,938.083,
0.001664,-35.673,0.033906,2.2548,,7.0008,934.199,
0.0019968,-28.3382,0.036236,2.2557,,6.8279,930.4535,
0.0023296,-15.315,0.038246,2.2554,,6.7083,927.9566,
0.0026624,-16.5126,0.040053,2.2551,,6.537,927.4018,
0.0029952,-34.1761,0.04253,2.2557,,6.4117,928.0954,
0.003328,-48.6961,0.044617,2.256,,6.1197,926.5694,
0.0036608,-53.1869,0.046865,2.2567,,6.2632,923.2402,
0.0039936,-46.4508,0.048947,2.2567,,6.2367,917.8301,
0.0043264,-32.9786,0.050976,2.2557,,6.2649,911.0329,
0.0046592,-34.6252,0.052529,2.2567,,6.0832,904.6519,
0.004992,-33.727,0.054921,2.2564,,5.8686,900.7678,
0.0053248,-30.2841,0.056658,0.15335,,5.7798,897.9934,
0.0056576,-23.8474,0.05921,0.011749,,5.6834,896.7449,
0.0059904,-17.261,0.060813,0.010529,,5.8545,895.0803,
0.0063232,-5.2857,0.062489,0.010834,,5.5904,892.9996,
0.006656,-9.3274,0.064335,0.011139,,5.7216,879.6826,
0.0069888,-27.1406,0.066108,0.011444,,5.3938,857.0715,
0.0073216,-39.1159,0.068116,0.011139,,5.3497,831.8248,
0.0076544,-51.9893,0.069805,0.011139,,5.4098,803.1101,
0.0079872,-68.156,0.071891,0.011139,,5.0714,773.5631,
0.00832,-85.5201,0.07357,0.011139,,5.134,744.016,
0.0086528,-97.3457,0.075056,0.011139,,4.6996,715.7175,
0.0089856,-85.8195,0.076892,0.011444,,4.5411,687.0028,
0.0093184,-68.605,0.077838,0.011749,,4.079,657.5945,
0.0096512,-56.7794,0.079777,0.011444,,3.9948,629.7121,
0.009984,-57.8273,0.080628,0.012055,,3.8666,604.604,
0.010317,-57.3782,0.081896,0.012055,,3.5007,583.1027,
0.01065,-50.0433,0.082751,0.01236,,3.4862,562.4337,
0.010982,-37.9184,0.084206,0.011749,,3.0184,543.8454,
0.011315,-29.8351,0.085351,0.011139,,3.0474,525.3959,
0.011648,-35.8227,0.086212,0.010529,,2.9039,509.1658,
0.011981,-40.4631,0.087119,0.010224,,2.8272,494.0455,
0.012314,-36.7209,0.087813,0.011444,,2.4191,478.2316,
0.012646,-34.0264,0.088742,0.011444,,2.3243,463.1113,
0.012979,-32.5295,0.089627,0.010834,,2.2881,448.6846,
0.013312,-37.3196,0.090278,0.010529,,2.393,434.2579,
0.013645,-43.906,0.090646,0.010834,,2.3353,419.2763,
0.013978,-39.7147,0.091539,0.011444,,2.2192,404.0173,
0.01431,-30.4338,0.092304,0.011139,,2.0385,388.7583,
0.014643,-23.2487,0.093491,0.011749,,2.0759,374.609,
0.014976,-20.2548,0.09403,0.011444,,2.0398,360.7371,
0.015309,-21.0033,0.09465,0.011444,,1.9119,348.8074,
0.015642,-22.3505,0.095054,0.010529,,1.907,336.4614,
0.015974,-15.7641,0.095805,0.011139,,1.5486,325.0865,
0.016307,-12.3212,0.096077,0.011139,,1.5849,314.6826,
0.01664,-35.8227,0.096629,0.010834,,1.4663,305.1111,
0.016973,-149.8873,0.097382,0.011139,,1.3331,294.9846,
0.017306,-235.8099,0.097614,0.011139,,1.0008,279.5869,
0.017638,-62.6174,0.09825,0.011444,,1.0773,249.3463,
0.017971,127.7896,0.098554,0.011444,,0.65153,209.2567,
0.018304,-88.5139,0.098603,0.011444,,0.39475,187.3392,
0.018637,14.3238,0.09847,0.010834,,0.17503,180.4033,
0.01897,-80.1312,0.098946,0.010834,,-0.23841,156.6824,
0.019302,-248.2342,0.098364,0.01236,,-0.59292,145.5849,
0.019635,-263.9518,0.098433,0.012055,,-0.79481,118.8123,
0.019968,-304.9671,0.09808,0.01236,,-0.89323,69.706,
0.020301,-218.296,0.097615,0.01236,,-1.1158,-8.5312,
0.020634,2.7976,0.096975,0.012055,,-1.0806,-120.8931,
0.020966,124.3467,0.096487,0.012665,,-1.2417,-229.5096,
0.021299,134.2263,0.096092,0.01236,,-1.361,-319.6765,
0.021632,112.2217,0.095975,0.01236,,-1.69,-368.9215,
0.021965,-6.7826,0.095487,0.012055,,-1.9832,-378.4931,
0.022298,-127.5833,0.095127,0.011444,,-2.3202,-376.6898,
0.02263,-223.0861,0.094456,0.010834,,-2.8179,-374.4703,
0.022963,-277.1246,0.093116,0.011139,,-3.504,-384.3193,
0.023296,-230.5707,0.091695,0.011139,,-3.9103,-404.9883,
0.023629,-108.7222,0.09031,0.011444,,-4.6506,-424.9638,
0.023962,-4.687,0.088589,0.011139,,-5.0915,-435.0902,
0.024294,49.2018,0.086646,0.012055,,-5.2067,-425.7961,
0.024627,62.3746,0.085076,0.011749,,-5.2789,-402.214,
0.02496,71.2064,0.082745,0.011749,,-5.254,-372.2508,
0.025293,64.4703,0.080901,0.010529,,-5.1617,-351.443,
0.025626,57.5845,0.079253,0.011444,,-5.0345,-342.4263,
0.025958,35.4302,0.077641,0.010834,,-5.1082,-342.565,
0.026291,12.3778,0.076322,0.010834,,-4.9571,-345.6169,
0.026624,-21.4524,0.074847,0.011749,,-4.9563,-349.0848,
0.026957,-124.8889,0.073242,0.012055,,-5.0899,-348.3912,
0.02729,-237.4565,0.071476,0.012055,,-5.3401,-345.7556,
0.027622,-267.3947,0.069547,0.011749,,-5.7713,-353.8012,
0.027955,-250.6293,0.067705,0.010834,,-6.0763,-374.1928,
0.028288,-225.1818,0.065702,0.010224,,-6.4109,-397.6362,
0.028621,-203.0276,0.063423,0.0099184,,-7.1445,-413.7276,
0.028954,-148.091,0.060956,0.011444,,-7.6769,-422.6055,
0.029286,-61.2702,0.058669,0.010834,,-8.1708,-425.3799,
0.029619,18.3654,0.056174,0.010529,,-8.5884,-418.5827,
0.029952,37.2265,0.052454,0.010529,,-8.9761,-405.127,
0.030285,37.5259,0.049108,0.011139,,-9.1882,-392.6424,
0.030618,67.6138,0.045951,0.011444,,-9.5946,-394.307,
0.03095,142.0102,0.042836,0.012055,,-9.7335,-413.5889,
0.031283,76.5952,0.039525,0.012055,,-9.5286,-439.113,
0.031616,-91.5078,0.036494,0.01236,,-9.4123,-433.1481,
0.031949,-76.0896,0.033124,0.011444,,-9.6047,-412.6178,
0.032282,-132.2237,0.030259,0.010834,,-9.5079,-403.4624,
0.032614,-150.0369,0.027085,0.011139,,-9.456,-409.566,
0.032947,-81.0294,0.024048,0.011444,,-9.6619,-425.3799,
0.03328,-31.9307,0.02038,0.011139,,-9.7506,-433.8417,
0.033613,-21.0033,0.017522,0.011139,,-10.0461,-433.2869,
0.033946,40.0706,0.014349,0.011749,,-10.1404,-422.3281,
0.034278,69.2604,0.01077,0.011749,,-10.2307,-409.7047,
0.034611,73.1523,0.0071644,0.011139,,-10.0486,-395.278,
0.034944,85.2773,0.0035123,0.011139,,-10.2565,-383.487,
0.035277,56.5366,8.7507e-005,0.010529,,-10.1729,-371.9734,
0.03561,9.384,-0.0031899,0.011139,,-9.9592,-365.8697,
0.035942,-13.0697,-0.0063738,0.011139,,-9.818,-367.6731,
0.036275,12.0784,-0.0097848,0.011749,,-9.5177,-374.1928,
0.036608,36.1787,-0.012735,0.01297,,-9.2544,-378.4931,
0.036941,246.6442,-0.015746,0.01297,,-8.7567,-373.9154,
0.037274,641.2297,-0.018975,0.011749,,-8.1521,-357.8241,
0.037606,832.2354,-0.021828,0.012055,,-7.1347,-313.1567,
0.037939,839.4206,-0.024551,0.012055,,-6.4735,-241.3006,
0.038272,638.9843,-0.026504,0.01297,,-5.5024,-164.8668,
0.038605,-129.0802,-0.028078,0.012055,,-4.0923,-95.9238,
0.038938,169.8527,-0.02878,0.012055,,-2.7861,-58.7472,
0.039271,332.1178,-0.02997,0.011139,,-1.1773,-77.1968,
0.039603,399.0297,-0.030396,0.010224,,0.17829,-52.9211,
0.039936,440.7934,-0.02987,0.011749,,1.5166,-20.5997,
0.040269,572.2222,-0.029246,0.011139,,2.6959,36.691,
0.040602,497.227,-0.027686,0.011749,,4.3577,83.994,
0.040935,446.6314,-0.026029,0.011749,,5.8248,121.3092,
0.041267,289.0068,-0.02404,0.011444,,6.9966,142.9493,
0.0416,80.6369,-0.021603,0.011139,,8.1615,143.6429,
0.041933,51.4472,-0.018368,0.011139,,8.8338,122.0028,
0.042266,-25.3443,-0.014888,0.011749,,9.487,96.0625,
0.042599,-58.1267,-0.011243,0.011749,,10.0637,78.0291,
0.042931,-87.7655,-0.0075164,0.011139,,10.5403,73.4514,
0.043264,-114.1111,-0.0041665,0.011749,,10.6466,77.3355,
0.043597,-81.0294,-0.00077075,0.011444,,10.8307,85.6586,
0.04393,2.0491,0.0027536,0.011749,,10.6917,95.9238,
0.044263,50.549,0.0064599,0.011749,,10.7796,100.0853,
0.044595,96.6538,0.0099776,0.011139,,10.871,104.1081,
0.044928,91.265,0.013948,0.010529,,10.8352,107.7148,
0.045261,69.5598,0.017223,0.010834,,10.8164,115.6218,
0.045594,64.3206,0.021183,0.011444,,10.9355,126.9967,
0.045927,86.0258,0.024777,0.010834,,11.1496,147.1108,
0.046259,64.7697,0.028077,0.011139,,11.1796,167.6412,
0.046592,-24.1468,0.031551,0.010834,,11.3788,165.8378,
0.046925,-121.7453,0.035575,0.010834,,11.2637,157.7922,
0.047258,-156.6233,0.039662,0.011139,,11.169,137.678,
0.047591,-144.199,0.043713,0.011444,,11.3927,119.2284,
0.047923,-140.1573,0.047518,0.012055,,11.2041,104.2469,
0.048256,-160.8147,0.051172,0.012055,,10.8022,100.224,
0.048589,-189.8548,0.054513,0.011444,,10.2913,99.5304,
0.048922,-148.8394,0.058409,0.010834,,9.9176,97.0335,
0.049255,-68.0063,0.061381,0.010529,,9.6607,89.9589,
0.049587,-12.0218,0.064334,0.011139,,9.3983,83.8553,
0.04992,-19.8058,0.067062,0.010834,,8.9835,83.5778,
0.050253,-61.8689,0.070117,0.011139,,8.5271,87.7394,
0.050586,-72.0479,0.073239,0.012055,,8.4183,89.8201,
0.050919,-51.5403,0.076194,0.011749,,8.3329,87.7394,
0.051251,-46.4508,0.078431,0.011444,,8.2615,83.4391,
0.051584,-72.6467,0.081112,0.011444,,8.0553,79.9711,
0.051917,-110.5185,0.083794,0.011139,,7.6568,77.3355,
0.05225,-117.554,0.08652,0.011139,,7.4837,72.2029,
0.052583,-78.784,0.089057,0.011749,,7.3579,64.4347,
0.052915,-49.2949,0.091564,0.011749,,7.2054,59.9957,
0.053248,-39.4153,0.093624,0.01297,,6.9741,58.6085,
0.053581,-60.5217,0.096119,0.01236,,6.4287,61.5216,
0.053914,-70.551,0.098021,0.012055,,6.2693,61.9378,
0.054247,-58.5757,0.1003,0.012055,,5.89,57.7762,
0.054579,-36.1221,0.10236,0.011749,,5.8902,50.8403,
0.054912,-29.9848,0.10364,0.01236,,5.4369,47.511,
0.055245,-43.4569,0.10575,0.01236,,5.4155,49.0369,
0.055578,-67.5572,0.10725,0.011139,,5.151,50.2854,
0.055911,-51.6899,0.10931,0.011139,,4.8676,48.3434,
0.056243,-28.6375,0.11059,0.010529,,5.1251,44.7367,
0.056576,-27.44,0.11244,0.010834,,4.91,40.8526,
0.056909,-69.5032,0.11401,0.011444,,4.8113,39.6041,
0.057242,-138.9598,0.11532,0.011444,,4.567,39.7428,
0.057575,-153.7792,0.11728,0.011139,,4.4699,34.1941,
0.057907,-133.1219,0.11882,0.010834,,4.1548,22.9579,
0.05824,-115.608,0.12006,0.011749,,3.9654,11.0281,
0.058573,-111.1173,0.12147,0.010834,,3.5761,3.2599,
0.058906,-102.4352,0.12249,0.010529,,3.0504,-5.4794,
0.059239,-74.443,0.1235,0.010529,,2.8348,-7.5602,
0.059571,-24.8953,0.12457,0.011749,,2.4223,-10.1958,
0.059904,-2.4416,0.12484,0.011749,,2.0684,-11.1668,
0.060237,-3.0404,0.1254,0.011749,,1.8513,-7.6989,
0.06057,-20.2548,0.12637,0.011444,,1.6456,1.5953,
0.060903,-29.6854,0.1265,0.011749,,1.3907,2.9824,
0.061235,-23.8474,0.12697,0.011139,,1.4811,0.48551,
0.061568,-21.153,0.12742,0.010224,,1.3952,-8.9473,
0.061901,-29.2363,0.12788,0.010529,,1.2902,-11.3055,
0.062234,-40.9122,0.12827,0.010834,,1.3359,-12.1379,
0.062567,-48.6961,0.12879,0.010529,,1.2517,-13.2476,
0.062899,-40.4631,0.12912,0.010529,,1.335,-16.4381,
0.063232,-25.9431,0.1298,0.010834,,1.1858,-19.9061,
0.063565,-20.7039,0.13006,0.011139,,1.171,-22.2643,
0.063898,-25.3443,0.1303,0.011749,,1.0423,-22.8192,
0.064231,-29.0866,0.13098,0.011749,,0.9449,-22.6805,
0.064563,-21.7517,0.13104,0.01297,,0.64911,-22.5417,
0.064896,-12.0218,0.13139,0.011749,,0.57551,-24.4838,
0.065229,-1.9925,0.13156,0.025483,,0.59799,-25.3161,
0.065562,-4.8367,0.13163,2.2573,,0.3375,-26.0097,
0.065895,-13.2194,0.13153,2.2557,,0.33436,-25.4548,
0.066227,-17.261,0.13159,2.2554,,0.31118,-25.1774,
0.06656,-5.136,0.1319,2.2548,,0.37815,-22.5417,
0.066893,68.6616,0.13188,2.2548,,0.46919,-14.0799,
0.067226,151.5904,0.13193,2.2554,,0.79451,2.705,
0.067559,171.4993,0.13222,2.2551,,0.96231,25.0387,
0.067891,143.058,0.13257,2.2557,,1.0151,64.0185,
0.068224,115.8143,0.13288,2.2557,,1.3551,111.7377,
0.068557,99.498,0.13365,2.2551,,1.5892,163.8958,
0.06889,72.7033,0.13416,2.2551,,1.8903,221.7413,
0.069223,-1.6932,0.1346,2.2557,,2.1648,276.6738,
0.069555,-54.9831,0.13548,2.2564,,2.4898,330.9127,
0.069888,-27.44,0.13616,2.256,,2.5382,375.58,
0.070221,26.8978,0.13725,2.2567,,2.8787,414.8373,
0.070554,57.2851,0.13833,2.2564,,3.0031,451.8751,
0.070887,57.5845,0.13951,2.256,,3.0689,489.6065,
0.071219,55.4888,0.1404,2.2567,,3.2259,529.9736,
0.071552,74.4996,0.14182,2.256,,3.2675,572.2827,
0.071885,99.0489,0.14259,2.256,,3.3597,615.1466,
0.072218,96.0551,0.14366,2.2557,,3.4505,657.317,
0.072551,62.9734,0.14475,2.2554,,3.739,694.4936,
0.072883,41.8669,0.14595,2.2542,,3.9574,726.5375,
0.073216,38.5737,0.14728,2.2551,,4.2544,748.8712,
0.073549,42.316,0.1487,2.2554,,4.5599,765.2399,
0.073882,40.5197,0.15036,2.2554,,4.8486,778.8343,
0.074215,16.4195,0.15236,2.2554,,5.0633,790.9029,
0.074547,-7.8305,0.15392,2.2557,,5.0638,799.7808,
0.07488,-19.207,0.1558,2.2551,,5.1236,806.0232,
0.075213,-7.6808,0.15766,2.2554,,4.9959,810.3234,
0.075546,21.2096,0.15943,2.2557,,4.9016,815.3173,
0.075879,16.4195,0.16076,2.2548,,4.8435,820.0337,
0.076211,-0.79501,0.16234,2.2551,,4.761,825.0276,
0.076544,-31.9307,0.16366,2.2551,,4.5153,828.2181,
0.076877,-186.5615,0.16541,2.2557,,4.1526,832.1022,
0.07721,-421.1273,0.16682,2.256,,3.8535,828.4955,
0.077543,-488.9374,0.16847,2.2557,,3.6165,797.0064,
0.077875,-420.6783,0.16968,2.2551,,3.138,728.3409,
0.078208,-34.7749,0.17048,2.2545,,2.396,646.2196,
0.078541,181.5286,0.17102,2.2542,,1.8332,567.0114,
0.078874,-128.4814,0.17197,2.2542,,0.98695,526.2282,
0.079207,-7.082,0.17202,2.2551,,0.40067,497.9296,
0.079539,-85.3704,0.17179,2.2551,,0.07599,443.552,
0.079872,-285.0582,0.1717,2.2548,,-0.42975,419.1376,
0.080205,-325.6245,0.1711,2.2548,,-1.1512,368.2279,
0.080538,-391.9376,0.17075,2.2557,,-1.347,294.7072,
0.080871,-266.6462,0.17069,2.2557,,-1.9118,191.5007,
0.081203,-62.9168,0.16987,2.2557,,-2.1813,72.6191,
0.081536,139.7649,0.1689,2.2557,,-2.2342,-59.9957,
0.081869,249.4883,0.16843,2.2554,,-2.2953,-207.5921,
0.082202,239.6087,0.1667,2.2551,,-2.1329,-308.8565,
0.082535,137.8189,0.16589,2.2548,,-1.872,-371.6959,
0.082867,-16.3629,0.16515,2.2548,,-1.7049,-413.5889,
0.0832,-152.5817,0.16464,2.2564,,-1.8137,-449.6556,
0.083533,-259.6108,0.16501,2.2554,,-1.7033,-502.6461,
0.083866,-280.7172,0.16489,2.2557,,-2.1166,-573.9473,
0.084199,-249.7311,0.16436,2.2557,,-2.7686,-657.0396,
0.084531,-100.1898,0.1636,2.2564,,-3.3152,-713.3593,
0.084864,70.6076,0.16216,2.2557,,-4.248,-733.0573,
0.085197,72.7033,0.16026,2.2551,,-4.6613,-751.0907,
0.08553,31.6879,0.15778,2.2554,,-5.1767,-760.1074,
0.085863,71.3561,0.15581,2.2551,,-5.2108,-756.6394,
0.086195,123.7479,0.1537,2.2554,,-4.9691,-787.8511,
0.086528,128.6877,0.15248,2.2564,,-5.0541,-859.9846,
0.086861,25.4009,0.15058,2.2567,,-4.9459,-939.3315,
0.087194,-270.6879,0.14973,2.2557,,-4.9227,-968.0462,
0.087527,-454.6581,0.14893,2.256,,-5.128,-1021.0367,
0.087859,-465.1365,0.1468,2.2564,,-5.5634,-1088.0376,
0.088192,-366.3404,0.14461,2.256,,-5.9506,-1165.3038,
0.088525,-346.5812,0.1427,2.2567,,-6.8698,-1241.7376,
0.088858,-323.9779,0.14005,2.2557,,-8.1269,-1295.1441,
0.089191,-293.2912,0.13767,2.2551,,-8.7343,-1334.5402,
0.089523,-192.1001,0.13474,2.2545,,-9.5292,-1358.5384,
0.089856,-77.1374,0.13144,2.2557,,-10.3768,-1361.1741,
0.090189,-43.3073,0.12729,2.2551,,-11.1673,-1346.1926,
0.090522,-23.099,0.12355,2.2557,,-12.2742,-1325.801,
0.090855,31.6879,0.11924,2.2557,,-12.9375,-1314.9809,
0.091187,82.4332,0.11508,2.2554,,-13.3045,-1313.5937,
0.09152,81.086,0.11031,2.2554,,-13.4773,-1313.3163,
0.091853,35.2805,0.10499,2.2557,,-13.695,-1309.4321,
0.092186,-4.687,0.10029,2.2551,,-13.8539,-1303.7447,
0.092519,-25.3443,0.096015,2.2551,,-13.9571,-1300.2767,
0.092851,-36.2718,0.091412,2.2548,,-13.9373,-1300.2767,
0.093184,-71.2995,0.087084,2.2557,,-13.4205,-1306.3804,
0.093517,-70.1019,0.082356,2.256,,-13.4635,-1316.0906,
0.09385,-53.9353,0.077916,2.256,,-13.5084,-1328.714,
0.094183,-20.7039,0.073207,2.2557,,-13.6181,-1341.1987,
0.094515,15.671,0.069258,2.2551,,-13.5874,-1346.47,
0.094848,42.1663,0.064447,2.2545,,-13.4288,-1341.1987,
0.095181,42.0166,0.06005,2.2542,,-13.3374,-1326.9107,
0.095514,25.4009,0.055155,2.2551,,-13.4903,-1313.3163,
0.095847,-9.4771,0.050908,2.2548,,-13.6973,-1307.7675,
0.096179,-3.0404,0.046603,2.2542,,-13.6104,-1313.3163,
0.096512,27.9457,0.042406,2.2545,,-13.4618,-1320.9458,
0.096845,149.9438,0.03729,2.2545,,-13.0961,-1325.5235,
0.097178,450.9725,0.03279,2.2557,,-12.6679,-1319.4199,
0.097511,652.3069,0.028211,2.2557,,-12.2461,-1288.7631,
0.097843,678.9519,0.024209,2.2557,,-11.3407,-1216.2134,
0.098176,631.2004,0.020287,2.256,,-10.067,-1126.1852,
0.098509,575.0663,0.017181,2.2542,,-8.6545,-1039.9023,
0.098842,512.196,0.013999,2.2551,,-7.1309,-969.5722,
0.099175,377.6238,0.012213,2.2551,,-5.8519,-902.7099,
0.099507,156.2309,0.010488,2.2551,,-4.4012,-839.4543,
0.09984,-79.8319,0.0097481,2.2548,,-3.204,-782.3023,
0.10017,-3.9385,0.0092256,2.2551,,-1.9876,-735.1381,
0.10051,-1.8428,0.0086291,2.2551,,-1.2487,-701.9844,
0.10084,0.7019,0.0085696,2.2557,,-0.81857,-663.9755,
0.10117,30.7898,0.0086509,2.2557,,-0.55854,-632.4865,
0.1015,30.6401,0.0087075,2.2557,,-0.40066,-608.3494,
0.10184,45.6092,0.008888,2.2545,,0.019256,-579.6347,
0.10217,262.0624,0.0083084,2.2554,,0.30564,-557.1624,
0.1025,361.0082,0.008261,2.2548,,0.35896,-518.5987,
0.10284,372.5344,0.0081589,2.2554,,0.56563,-443.552,
0.10317,268.7985,0.0086804,2.256,,0.29703,-334.1032,
0.1035,81.3854,0.0093833,2.2567,,0.75901,-204.8177,
0.10383,-37.1699,0.0096066,2.2557,,1.0509,-67.4865,
0.10417,-135.966,0.010213,2.256,,1.4705,66.7929,
0.1045,-200.4828,0.0096788,2.2554,,1.6628,170.5542,
0.10483,-110.2191,0.010329,2.256,,1.8752,254.2014,
0.10517,23.4549,0.011059,2.2564,,2.3468,297.2041,
0.1055,119.5566,0.012074,2.2554,,2.8699,324.1155,
0.10583,302.7783,0.013107,2.2548,,3.9008,356.2982,
0.10616,343.1949,0.014376,2.2551,,4.2103,403.8786,
0.1065,209.5208,0.015855,2.2557,,4.7884,461.5854,
0.10683,-89.4121,0.017854,2.2551,,4.6328,514.5758,
0.10716,-644.4664,0.020064,2.2551,,4.4506,540.1,
0.10749,-1126.4713,0.021539,2.2551,,3.7051,537.8805,
0.10783,-664.2256,0.023808,2.2548,,2.8674,506.8076,
0.10816,-76.0896,0.024408,2.2551,,1.4551,394.0296,
0.10849,-628.5991,0.024957,2.2557,,-0.24252,281.3902,
0.10883,-497.0207,0.024241,2.2554,,-1.6206,172.635,
0.10916,-423.0733,0.023489,2.2557,,-2.8614,5.8955,
0.10949,-229.6726,0.021728,2.2551,,-3.4782,-203.7079,
0.10982,14.7729,0.019419,2.2554,,-4.3824,-424.4089,
0.11016,-291.4949,0.017224,2.2557,,-4.7118,-590.7322,
0.11049,-309.1585,0.01619,2.2551,,-5.185,-676.1827,
0.11082,-81.4785,0.015148,2.2554,,-5.4881,-813.6527,
0.11116,-21.153,0.013289,2.2554,,-6.0475,-1072.3624,
0.11149,-29.0866,0.011696,2.2539,,-7.1502,-1277.5269,
0.11182,-240.0012,0.0096843,2.2548,,-9.0651,-1384.0627,
0.11215,-689.673,0.0071166,2.2542,,-11.4279,-1398.3507,
0.11249,-707.7856,0.0033177,2.2548,,-13.545,-1416.1065,
0.11282,-441.7847,-0.0018128,2.2548,,-14.8613,-1430.5333,
0.11315,-425.169,-0.0079454,2.2548,,-15.8108,-1456.0575,
0.11349,-323.8282,-0.015278,2.2548,,-16.7849,-1467.5712,
0.11382,-179.5261,-0.022773,2.2551,,-18.0403,-1479.3621,
0.11415,15.3716,-0.027871,2.2557,,-19.5946,-1499.0602,
0.11448,283.0191,-0.032411,2.2557,,-20.2954,-1509.1866,
0.11482,391.6948,-0.037572,2.2554,,-19.7738,-1494.8986,
0.11515,277.7799,-0.044713,2.2554,,-18.7129,-1443.8502,
0.11548,109.5273,-0.053982,0.011749,,-18.7667,-1385.7273,
0.11581,69.4101,-0.06198,0.010834,,-19.1832,-1348.9669,
0.11615,-13.0697,-0.067923,0.010834,,-18.825,-1342.4471,
0.11648,-86.4183,-0.072594,0.010834,,-17.3747,-1354.3769,
0.11681,-230.7204,-0.077835,0.011139,,-16.1115,-1363.5323,
0.11715,-400.0209,-0.083484,0.011444,,-15.4337,-1368.8037,
0.11748,-379.3636,-0.087691,0.011749,,-16.2032,-1377.2655,
0.11781,-183.5677,-0.090971,0.010834,,-17.3502,-1379.9011,
0.11814,-101.5371,-0.096877,0.011749,,-17.7896,-1369.0811,
0.11848,-74.1436,-0.10307,0.011749,,-18.2218,-1340.089,
0.11881,-95.6991,-0.11106,0.011139,,-19.4358,-1315.9519,
0.11914,-45.2532,-0.11879,0.011139,,-21.0331,-1305.8255,
0.11948,44.8607,-0.1252,0.011749,,-22.1253,-1295.5603,
0.11981,157.2787,-0.132,0.012055,,-22.173,-1269.4813,
0.12014,116.413,-0.13944,0.01236,,-21.9556,-1225.6463,
0.12047,-48.5464,-0.14697,0.012665,,-21.936,-1190.828,
0.12081,-114.1111,-0.15578,0.01236,,-22.4618,-1181.9499,
0.12114,-42.2594,-0.1621,0.012055,,-23.217,-1185.5567,
0.12147,70.6076,-0.16952,0.012055,,-23.1056,-1184.7244,
0.12181,56.6863,-0.17719,0.01236,,-22.8153,-1164.7489,
0.12214,-42.1097,-0.185,0.012055,,-22.2004,-1135.8955,
0.12247,-123.5416,-0.19381,0.011139,,-22.4531,-1110.9261,
0.1228,-96.7469,-0.20095,0.010529,,-21.9921,-1096.4994,
0.12314,10.8809,-0.20771,0.011444,,-21.6967,-1089.286,
0.12347,29.2929,-0.21489,0.011444,,-21.4915,-1088.7312,
0.1238,-60.6714,-0.22188,0.011444,,-21.1118,-1084.2923,
0.12413,-88.2146,-0.22807,0.011444,,-21.3317,-1071.3914,
0.12447,11.0306,-0.23496,0.011139,,-21.6334,-1058.9068,
0.1248,105.4856,-0.24222,0.012055,,-21.7725,-1042.3993,
0.12513,113.8683,-0.25002,0.011139,,-21.8316,-1016.5976,
0.12547,46.657,-0.25775,2.2628,,-22.3145,-988.0217,
0.1258,-34.4755,-0.26531,2.2554,,-22.4132,-970.127,
0.12613,49.9502,-0.27286,2.2554,,-22.1792,-966.5203,
0.12646,192.7555,-0.28001,2.256,,-21.311,-994.264,
0.1268,365.6486,-0.28748,2.2564,,-20.8058,-1073.7496,
0.12713,572.0725,-0.29463,2.256,,-20.029,-1153.0965,
0.12746,661.7374,-0.30127,2.2554,,-19.3119,-1199.5672,
0.1278,490.7902,-0.30676,2.2551,,-18.5334,-1205.6708,
0.12813,322.3879,-0.31314,2.2548,,-17.4077,-1186.8051,
0.12846,240.8063,-0.31864,2.2548,,-16.0255,-1163.7779,
0.12879,192.4561,-0.32427,2.2548,,-14.9804,-1151.9868,
0.12913,119.8559,-0.32935,2.2548,,-14.4011,-1154.3451,
0.12946,55.7882,-0.33383,2.2545,,-13.3988,-1164.194,
0.12979,70.4579,-0.33729,2.2542,,-12.6851,-1185.6954,
0.13013,189.1629,-0.34115,2.2548,,-11.9036,-1206.087,
0.13046,249.4883,-0.3451,2.2551,,-11.3054,-1212.1906,
0.13079,235.2677,-0.34881,2.2554,,-10.6627,-1188.7471,
0.13112,211.7662,-0.35241,2.2557,,-10.4538,-1154.2063,
0.13146,217.1551,-0.35597,2.256,,-9.9725,-1124.5205,
0.13179,267.601,-0.35945,2.256,,-9.148,-1103.9902,
0.13212,252.3325,-0.36221,2.2554,,-8.314,-1087.344,
0.13245,174.9422,-0.36513,2.2548,,-7.53,-1069.4494,
0.13279,106.5334,-0.36771,2.2554,,-6.781,-1056.1324,
0.13312,113.4192,-0.36945,2.2557,,-5.8975,-1050.4449,
0.13345,153.3867,-0.37095,2.2548,,-5.3353,-1047.6706,
0.13379,161.9191,-0.37246,2.2551,,-4.4643,-1036.8505,
0.13412,102.1924,-0.37402,2.2551,,-3.9418,-1020.7592,
0.13445,43.9626,-0.37515,2.2557,,-3.8251,-1006.3325,
0.13478,33.9333,-0.37642,2.2554,,-3.811,-1002.4484,
0.13512,83.6307,-0.37701,2.2554,,-3.6467,-1004.3904,
0.13545,134.2263,-0.3782,2.256,,-3.3111,-1002.7258,
0.13578,128.0889,-0.37964,2.2554,,-3.2448,-991.7671,
0.13612,58.9317,-0.3811,2.2551,,-3.077,-973.7337,
0.13645,18.3654,-0.38217,2.256,,-3.2446,-956.1165,
