"t","A","D","Y","fs","V","F",
6.235,-9.9389,0.29063,0.014191,,-9.62,-351.7205,
6.2354,-23.2314,0.28757,0.015106,,-9.5291,-356.0207,
6.2357,-31.4345,0.28471,0.015106,,-9.4664,-359.35,
6.236,-37.9012,0.28169,0.027008,,-9.4154,-361.5695,
6.2364,-30.4765,0.27857,0.8864,,-9.3707,-362.9566,
6.2367,-1.6759,0.27563,2.7013,,-9.4651,-362.4018,
6.237,55.5959,0.27233,2.0134,,-9.389,-364.76,
6.2374,124.5735,0.26882,2.4135,,-9.2664,-388.7583,
6.2377,174.5403,0.26568,2.1672,,-9.0993,-438.4194,
6.238,196.7245,0.26237,2.2994,,-8.9384,-493.6294,
6.2384,166.0978,0.25972,2.2493,,-8.6788,-545.9262,
6.2387,94.8748,0.25702,2.2481,,-8.4155,-594.8938,
6.239,5.5092,0.25434,2.2771,,-8.0557,-642.4742,
6.2394,-61.2529,0.25183,2.2417,,-7.7762,-694.4936,
6.2397,-102.7174,0.24922,2.2725,,-7.8272,-753.4489,
6.24,-105.322,0.24642,2.2499,,-7.6912,-817.398,
6.2403,-83.3773,0.24423,2.2637,,-7.7626,-885.6475,
6.2407,-67.6298,0.24166,2.2585,,-7.908,-950.2903,
6.241,-61.9715,0.23888,2.2582,,-7.9251,-998.2869,
6.2413,-66.7316,0.23655,2.2609,,-7.9755,-1025.0594,
6.2417,-72.9887,0.23368,2.2573,,-8.2204,-1044.3413,
6.242,-67.7795,0.23078,2.2594,,-8.3304,-1061.9586,
6.2423,-45.8647,0.22812,2.257,,-8.4699,-1082.4888,
6.2427,-25.3271,0.22518,2.2591,,-8.781,-1102.1869,
6.243,-11.7352,0.22234,2.2588,,-9.0165,-1120.9139,
6.2433,4.0123,0.21949,2.2588,,-9.1021,-1137.4213,
6.2437,19.2209,0.21633,2.2585,,-9.3327,-1151.0158,
6.244,18.2929,0.21317,2.2594,,-9.6404,-1159.2001,
6.2443,10.1497,0.20967,2.2594,,-9.7209,-1163.9166,
6.2447,-2.5741,0.20654,2.2582,,-9.8591,-1168.7718,
6.245,-16.8247,0.20327,2.2579,,-9.6891,-1176.54,
6.2453,-26.2552,0.19952,2.2585,,-9.8487,-1189.9957,
6.2457,-36.7635,0.19646,2.2588,,-9.7329,-1202.8964,
6.246,-40.8351,0.19324,2.2506,,-9.8633,-1214.9649,
6.2463,-35.9252,0.19053,1.4791,,-10.0988,-1223.5654,
6.2467,-50.1459,0.18695,-0.421,,-9.9026,-1231.0562,
6.247,-66.4622,0.18376,0.25284,,-10.1412,-1232.8597,
6.2473,-78.3177,0.18028,-0.1564,,-10.2644,-1213.8552,
6.2477,-95.5621,0.17639,0.11398,,-10.8693,-1182.921,
6.248,-101.4899,0.17315,-0.048676,,-10.9821,-1155.7322,
6.2483,-67.51,0.16946,0.032502,,-11.3188,-1135.3406,
6.2487,-34.3385,0.16591,0.019379,,-11.5931,-1119.6654,
6.249,7.6049,0.16159,0.00076295,,-11.5751,-1101.4933,
6.2493,29.8191,0.15771,0.031586,,-11.7798,-1080.963,
6.2497,30.1184,0.15362,0.0016785,,-11.9078,-1057.9357,
6.25,27.8431,0.14942,0.025788,,-12.1209,-1036.2957,
6.2503,30.5675,0.14557,0.011139,,-11.9559,-1015.9041,
6.2507,33.0823,0.14179,0.017243,,-11.9221,-996.7609,
6.251,27.4839,0.13776,0.015717,,-11.6921,-978.5888,
6.2513,15.329,0.13364,0.013275,,-11.5532,-961.3877,
6.2517,-12.0944,0.12976,0.017548,,-11.4675,-946.4061,
6.252,-32.5422,0.12597,0.014496,,-11.5413,-931.702,
6.2523,-41.6434,0.12249,0.015717,,-11.4781,-919.356,
6.2527,-36.9731,0.11866,0.014801,,-11.1966,-909.6458,
6.253,-24.3092,0.11504,0.016632,,-11.2423,-900.6291,
6.2533,-3.5022,0.11106,0.015717,,-11.3311,-891.8898,
6.2537,10.7484,0.1072,0.016327,,-11.5052,-878.018,
6.254,15.4188,0.10383,0.016022,,-11.6291,-861.0943,
6.2543,29.4299,0.099829,0.015106,,-11.8036,-842.9222,
6.2547,28.1425,0.095798,0.015106,,-11.6336,-826.2761,
6.255,11.3771,0.091861,0.015412,,-11.6923,-812.6816,
6.2553,1.1383,0.087698,0.015717,,-12.0032,-802.2778,
6.2557,-16.2858,0.08361,0.016327,,-11.988,-793.1223,
6.256,-31.5842,0.080088,0.015717,,-11.853,-785.3541,
6.2563,-22.453,0.076071,0.016327,,-11.796,-777.5859,
6.2567,-21.1657,0.071871,0.016327,,-11.9005,-769.9564,
6.257,-15.8666,0.067912,0.016327,,-11.7312,-759.8299,
6.2573,-0.62809,0.064241,0.016327,,-12.0044,-749.4261,
6.2577,-0.17902,0.060455,0.015717,,-11.9063,-738.8835,
6.258,6.587,0.056014,0.015412,,-11.6489,-728.6183,
6.2583,12.3351,0.052377,0.015106,,-11.584,-718.2144,
6.2587,-0.89753,0.048127,0.015106,,-11.6584,-708.7816,
6.259,-15.8367,0.044372,0.015106,,-11.7234,-699.4874,
6.2593,-19.3395,0.040856,0.015412,,-11.5181,-690.4707,
6.2597,-24.9379,0.03707,0.015412,,-11.7449,-683.951,
6.26,-25.2074,0.033201,0.015717,,-11.6154,-678.2635,
6.2603,-9.0108,0.029243,0.015106,,-11.7192,-672.4373,
6.2606,-8.6216,0.025348,0.015106,,-11.9728,-664.8078,
6.261,-4.6099,0.021108,0.014496,,-12.1279,-656.2073,
6.2613,9.8203,0.017202,0.015412,,-12.2131,-648.7165,
6.2616,-1.7957,0.013171,0.014801,,-12.236,-640.116,
6.262,-13.8907,0.0089799,0.014496,,-12.375,-630.9606,
6.2623,-22.5429,0.0047809,0.015412,,-12.3651,-623.6085,
6.2626,-45.2959,0.00068486,0.015106,,-12.5558,-618.0597,
6.263,-46.673,-0.0033346,0.015106,,-12.6028,-615.1466,
6.2633,-26.9138,-0.0075997,0.015106,,-12.5665,-613.6208,
6.2636,-29.728,-0.011813,0.015106,,-12.5521,-609.0431,
6.264,-12.3639,-0.016226,0.014191,,-12.4883,-601.691,
6.2643,-1.1071,-0.020383,0.014496,,-12.5188,-593.5066,
6.2646,-11.4657,-0.024477,0.014191,,-12.6698,-584.9061,
6.265,-5.987,-0.028638,0.014801,,-12.6052,-576.7216,
6.2653,-22.5129,-0.032564,0.014191,,-12.6495,-570.8955,
6.2656,-45.2959,-0.036665,0.014191,,-12.6715,-566.734,
6.266,-44.6672,-0.041332,0.014191,,-12.7895,-565.208,
6.2663,-52.5709,-0.045373,0.014801,,-12.8633,-564.237,
6.2666,-43.6193,-0.049904,0.016022,,-13.1147,-561.1852,
6.267,-30.0873,-0.05412,0.016022,,-13.3875,-556.7462,
6.2673,-23.8901,-0.058528,0.015106,,-13.3548,-549.8103,
6.2676,-1.9454,-0.062885,0.014801,,-13.3696,-545.6488,
6.268,1.1981,-0.067481,0.014496,,-13.4346,-539.4064,
6.2683,7.7247,-0.072308,0.015106,,-13.6169,-533.4415,
6.2686,7.7845,-0.076888,0.015106,,-13.5979,-527.0605,
6.269,-21.1358,-0.080969,0.014801,,-13.5816,-522.0666,
6.2693,-34.2188,-0.085673,0.015106,,-13.5547,-519.0148,
6.2696,-42.1823,-0.090374,0.014801,,-13.4863,-517.6277,
6.27,-37.0629,-0.094731,0.015412,,-13.5427,-517.3502,
6.2703,-20.7466,-0.099045,0.015106,,-13.7338,-515.6856,
6.2706,-24.1595,-0.10357,0.014801,,-13.7563,-511.8015,
6.271,-12.6632,-0.10821,0.015412,,-13.7641,-507.2238,
6.2713,-5.7475,-0.11294,0.015106,,-13.9122,-502.7848,
6.2716,5.5092,-0.11753,0.015106,,-14.2371,-497.7909,
6.272,2.695,-0.1223,0.015717,,-14.3348,-493.3519,
6.2723,-18.591,-0.12702,0.016022,,-14.4518,-489.0517,
6.2726,-38.5598,-0.13177,0.016632,,-14.2772,-489.1904,
6.273,-38.2305,-0.13695,0.015717,,-14.4842,-490.0227,
6.2733,-16.0463,-0.14173,0.015717,,-14.4477,-491.1324,
6.2736,-9.0108,-0.14669,0.016327,,-14.4912,-488.0806,
6.274,-9.4,-0.15096,0.015106,,-14.9503,-482.6706,
6.2743,4.1021,-0.1561,0.015717,,-14.8152,-478.3704,
6.2746,23.7117,-0.16076,0.015717,,-14.9643,-474.625,
6.275,43.5008,-0.1656,0.014801,,-14.7168,-470.4634,
6.2753,21.7058,-0.17157,0.014496,,-14.9073,-463.8049,
6.2756,-1.6161,-0.17639,0.014801,,-14.8247,-459.2272,
6.276,-16.9444,-0.18158,0.015717,,-14.7128,-458.6723,
6.2763,-4.7895,-0.18587,0.015412,,-14.8382,-459.5046,
6.2766,-4.8793,-0.19064,0.015106,,-14.4438,-460.6144,
6.277,-11.5256,-0.19557,0.014801,,-14.402,-457.84,
6.2773,-0.56821,-0.19993,0.014801,,-14.3073,-455.6205,
6.2776,14.7901,-0.20511,0.014801,,-14.558,-453.8172,
6.278,38.7406,-0.21003,0.014191,,-14.4988,-451.0428,
6.2783,38.082,-0.21474,0.015106,,-14.5561,-445.7715,
6.2786,27.2743,-0.21967,0.014801,,-14.6635,-440.3615,
6.279,16.5564,-0.22463,0.015106,,-14.4844,-437.5871,
6.2793,7.6947,-0.22925,0.015106,,-14.3377,-437.3097,
6.2796,12.8441,-0.23432,0.015717,,-14.3249,-437.3097,
6.28,17.9037,-0.23897,0.014496,,-14.3106,-435.0902,
6.2803,34.0104,-0.24367,0.014801,,-14.1423,-432.5933,
6.2806,45.0576,-0.2482,0.014191,,-14.0499,-429.4028,
6.281,72.7804,-0.25288,0.014801,,-13.7173,-425.2412,
6.2813,95.1143,-0.25777,0.014191,,-13.553,-419.5537,
6.2816,101.4612,-0.26228,0.014191,,-13.4156,-409.9822,
6.2819,93.0485,-0.26665,0.014801,,-13.1524,-403.4624,
6.2823,86.8513,-0.27084,0.014191,,-12.7818,-398.1911,
6.2826,85.5939,-0.27506,0.013581,,-12.2706,-396.6652,
6.2829,97.2998,-0.27939,0.014191,,-12.0728,-394.0296,
6.2833,93.4976,-0.28322,0.015106,,-12.1001,-390.5616,
6.2836,92.3001,-0.28691,0.016022,,-11.8411,-385.429,
6.2839,108.317,-0.29044,0.014496,,-11.3928,-381.4062,
6.2843,125.5914,-0.29443,0.015106,,-11.0662,-378.3544,
6.2846,148.6737,-0.29887,0.014191,,-10.8191,-372.6669,
6.2849,166.5169,-0.30237,0.015106,,-10.5487,-365.3149,
6.2853,146.9373,-0.30539,0.014496,,-10.3137,-355.4658,
6.2856,142.0574,-0.30885,0.014801,,-9.6699,-349.3622,
6.2859,137.6864,-0.31202,0.015106,,-8.9845,-345.7556,
6.2863,124.8729,-0.31499,0.015717,,-8.5614,-342.7038,
6.2866,122.0287,-0.3179,0.015412,,-8.33,-338.126,
6.2869,120.4719,-0.32017,0.015106,,-7.7545,-334.6581,
6.2873,122.1485,-0.32279,0.015412,,-7.2425,-330.9127,
6.2876,134.9321,-0.32516,0.014801,,-6.905,-326.6124,
6.2879,142.3568,-0.32757,0.013886,,-6.3791,-320.0927,
6.2883,132.5969,-0.3295,0.014801,,-6.2153,-312.047,
6.2886,120.2025,-0.33131,0.015106,,-5.7355,-306.9144,
6.2889,107.7183,-0.33338,0.015106,,-5.3089,-303.3077,
6.2893,98.2278,-0.33488,0.016327,,-4.8928,-302.198,
6.2896,91.2822,-0.33672,0.015412,,-4.6299,-301.3657,
6.2899,86.1628,-0.33806,0.015106,,-4.282,-299.7011,
6.2903,77.9896,-0.3393,0.016022,,-4.0696,-298.0364,
6.2906,80.4446,-0.3406,0.015717,,-3.8073,-296.0944,
6.2909,82.0013,-0.34182,0.015717,,-3.3187,-293.5974,
6.2913,84.9652,-0.34271,0.015412,,-2.9687,-290.4069,
6.2916,84.9053,-0.34421,0.014801,,-2.6353,-287.0777,
6.2919,78.289,-0.34502,0.014801,,-2.3244,-283.7485,
6.2923,72.3014,-0.34556,0.015412,,-2.0892,-282.0838,
6.2926,65.4156,-0.34596,0.015412,,-1.8874,-279.5869,
6.2929,61.2841,-0.34631,0.015412,,-1.4806,-277.09,
6.2933,52.123,-0.34678,0.015412,,-1.2894,-275.4253,
6.2936,43.9798,-0.34738,0.015412,,-1.2821,-272.3735,
6.2939,37.9922,-0.34773,0.014191,,-1.2318,-270.9864,
6.2943,37.6928,-0.34815,0.015106,,-1.2597,-269.183,
6.2946,38.0521,-0.34845,0.014801,,-1.0206,-267.3797,
6.2949,39.07,-0.34897,0.014496,,-0.91515,-264.6053,
6.2953,29.9687,-0.34924,0.014191,,-0.69036,-261.2761,
6.2956,22.0651,-0.34967,0.015106,,-0.65558,-257.1145,
6.2959,9.4012,-0.3495,0.015412,,-0.40085,-253.5078,
6.2963,2.695,-0.34982,0.41398,,-0.36584,-251.0109,
6.2966,-2.3346,-0.34957,2.4553,,-0.11216,-247.4042,
6.2969,-2.2448,-0.3499,2.1483,,-0.011819,-245.4622,
6.2973,-3.2327,-0.34952,2.3696,,-0.021609,-244.2137,
6.2976,-1.3167,-0.34994,2.1559,,0.25398,-243.7975,
6.2979,-2.2148,-0.34954,2.3366,,0.032672,-243.2427,
6.2983,1.5873,-0.3497,2.2057,,0.31419,-243.104,
6.2986,-1.0772,-0.34956,2.2835,,0.086777,-242.6878,
6.2989,-0.8676,-0.34914,2.2499,,0.24967,-242.5491,
6.2993,0.090426,-0.34948,2.2533,,0.018051,-242.8265,
6.2996,2.3358,-0.34906,2.2664,,-0.020208,-242.8265,
6.2999,1.5873,-0.34929,2.2484,,-0.05369,-240.7458,
6.3003,0.38981,-0.34928,2.267,,-0.28443,-239.2199,
6.3006,4.0423,-0.34949,2.2533,,-0.068538,-236.8616,
6.3009,6.617,-0.34975,2.2606,,-0.24966,-236.168,
6.3013,18.8317,-0.3497,2.257,,-0.14513,-233.5324,
6.3016,64.727,-0.3499,2.2579,,0.0014105,-228.5385,
6.3019,121.8491,-0.34967,2.2594,,0.17573,-218.967,
6.3022,133.7645,-0.34973,2.2573,,0.40177,-194.6912,
6.3026,99.3356,-0.34967,2.26,,0.5557,-154.3242,
6.3029,22.9333,-0.34927,2.2585,,0.72506,-102.4435,
6.3032,-48.0801,-0.34902,2.2585,,0.80148,-45.0141,
6.3036,-82.2995,-0.34868,2.2585,,1.005,9.6409,
6.3039,-74.9646,-0.34822,2.2591,,1.22,45.1528,
6.3042,-43.8888,-0.34797,2.2588,,1.2233,69.5673,
6.3046,15.3888,-0.34753,2.2579,,1.3047,82.8842,
6.3049,66.4335,-0.34705,2.2585,,1.3231,93.2881,
6.3052,107.3291,-0.34642,2.2588,,1.1884,107.7148,
6.3056,109.3649,-0.34602,2.2597,,1.3682,131.7131,
6.3059,80.2649,-0.34555,2.2585,,1.338,166.1153,
6.3062,31.0166,-0.34516,1.9167,,1.5446,205.3726,
6.3066,-14.3997,-0.34506,-0.11856,,1.5062,243.7975,
6.3069,-29.3388,-0.34433,0.083772,,1.7756,273.2059,
6.3072,-26.1354,-0.34397,-0.084688,,1.8182,291.5167,
6.3076,-1.2568,-0.34294,0.1091,,1.9438,300.9495,
6.3079,36.5252,-0.34241,-0.074311,,2.1405,303.4465,
6.3082,74.5467,-0.34129,0.070954,,2.2323,306.3595,
6.3086,97.9285,-0.34071,-0.02945,,2.5944,313.1567,
6.3089,92.7192,-0.33998,0.02884,,2.2596,325.5027,
6.3092,68.9183,-0.33936,0.016022,,2.4844,342.8425,
6.3096,35.657,-0.33839,0.0090028,,2.4989,357.6853,
6.3099,11.5867,-0.33706,0.025177,,2.8414,366.1472,
6.3102,-1.6161,-0.33692,0.0074769,,2.8539,370.3087,
6.3106,-7.8731,-0.3358,0.021515,,3.0216,373.3605,
6.3109,-6.975,-0.33464,0.012055,,3.0788,371.141,
6.3112,-0.92747,-0.33315,0.016022,,3.0006,367.5344,
6.3116,20.7178,-0.33238,0.015106,,3.3804,365.1761,
6.3119,34.1302,-0.33131,0.014191,,3.4825,361.0146,
6.3122,41.3153,-0.33019,0.016022,,3.5037,358.2402,
6.3126,37.124,-0.32907,0.014191,,3.4967,354.911,
6.3129,22.9931,-0.32792,0.016632,,3.6914,352.2753,
6.3132,11.0478,-0.32653,0.014801,,3.8137,348.8074,
6.3136,3.7429,-0.32531,0.014801,,3.9455,344.3684,
6.3139,3.5633,-0.32384,0.015106,,4.1929,338.126,
6.3142,-5.9272,-0.32256,0.014191,,4.2414,332.4386,
6.3146,-6.1667,-0.32116,0.014801,,4.1244,325.9188,
6.3149,-4.3704,-0.31968,0.014801,,4.1412,320.5088,
6.3152,0.1503,-0.31791,0.015106,,4.1869,313.8503,
6.3156,10.5688,-0.31663,0.014191,,4.1068,308.4403,
6.3159,20.4484,-0.31555,0.013581,,4.2493,302.6141,
6.3162,24.2206,-0.31428,0.015106,,4.0173,299.0075,
6.3166,23.6817,-0.31269,0.015412,,3.8549,295.6782,
6.3169,20.4185,-0.31162,0.016022,,3.902,292.7651,
6.3172,17.3648,-0.30985,0.015106,,3.9921,288.4649,
6.3176,11.1975,-0.30899,0.015412,,4.2186,282.3613,
6.3179,1.5574,-0.30765,0.014801,,4.17,276.3964,
6.3182,-11.2562,-0.30624,0.014801,,4.2305,270.4315,
6.3186,-10.9867,-0.30492,0.015412,,4.2045,263.6343,
6.3189,-2.2747,-0.30305,0.015717,,4.5838,256.0048,
6.3192,9.7904,-0.30159,0.015412,,4.423,250.0399,
6.3196,20.8376,-0.30036,0.015106,,4.6784,247.2655,
6.3199,26.466,-0.29865,0.016022,,4.6588,246.8494,
6.3202,27.6635,-0.29678,0.015412,,4.708,248.514,
6.3206,23.1428,-0.29587,0.015106,,4.9373,251.2883,
6.3209,25.1188,-0.29379,0.014801,,5.0264,252.6755,
6.3212,21.4962,-0.29251,0.014801,,4.8813,253.6466,
6.3216,15.3888,-0.29052,0.015106,,4.7913,258.6404,
6.3219,25.5678,-0.28844,0.015717,,5.1831,260.9986,
6.3222,77.6004,-0.28698,0.015717,,5.0711,258.0855,
6.3226,67.2119,-0.28566,0.016022,,5.3838,247.9591,
6.3229,67.1819,-0.28403,0.016327,,5.2503,241.8555,
6.3232,65.5054,-0.28207,0.016022,,5.2547,238.2488,
6.3235,43.5906,-0.28028,0.015717,,5.4125,237.1391,
6.3239,29.9089,-0.27818,0.016022,,5.8523,231.5903,
6.3242,28.7413,-0.27654,0.016022,,6.0689,226.0416,
6.3245,20.8675,-0.27445,0.015106,,6.0983,219.3831,
6.3249,17.275,-0.27257,0.015412,,6.2354,214.528,
6.3252,16.3469,-0.27008,0.015106,,6.2712,209.118,
6.3255,23.083,-0.26787,0.014191,,6.5932,202.5982,
6.3259,35.6869,-0.26584,0.014801,,6.6933,197.0495,
6.3262,43.2912,-0.26368,0.015412,,6.6971,193.0266,
6.3265,37.8126,-0.26148,0.015412,,6.7347,192.0556,
6.3269,33.5913,-0.25898,0.015106,,6.6439,190.5297,
6.3272,30.7471,-0.25663,0.015106,,6.8968,187.6166,
6.3275,24.7296,-0.25474,0.014801,,7.0208,183.1776,
6.3279,24.2206,-0.25215,0.014496,,7.1118,177.4902,
6.3282,16.5564,-0.25018,0.014801,,7.2217,173.7448,
6.3285,20.8376,-0.24747,0.014496,,7.2021,168.8896,
6.3289,31.6154,-0.24499,0.014801,,7.5519,164.0345,
6.3292,34.5792,-0.24255,0.014801,,7.6456,161.6763,
6.3295,29.4299,-0.23976,0.015717,,7.8124,160.5665,
6.3299,20.9274,-0.23746,0.015106,,7.903,159.3181,
6.3302,24.3703,-0.23463,0.014801,,7.9544,156.5437,
6.3305,31.316,-0.23179,0.014191,,8.0843,151.5498,
6.3309,35.4474,-0.22938,0.014801,,8.0847,147.527,
6.3312,29.0407,-0.22643,0.014496,,8.1994,144.6139,
6.3315,25.6277,-0.22381,0.014191,,8.273,143.5042,
6.3319,30.6573,-0.22103,0.014191,,8.4193,140.7298,
6.3322,24.7894,-0.21823,0.013581,,8.5017,138.7877,
6.3325,18.3527,-0.21563,0.013886,,8.6325,136.8457,
6.3329,18.9814,-0.2126,0.014496,,8.5539,132.8229,
6.3332,22.4243,-0.20937,0.015412,,8.5526,129.3549,
6.3335,26.466,-0.20675,0.015717,,8.4937,126.858,
6.3339,30.807,-0.20345,0.015412,,8.7247,126.0256,
6.3342,34.22,-0.20104,0.015106,,8.7677,123.5287,
6.3345,31.5555,-0.19826,0.014801,,8.7985,122.2803,
6.3349,14.3709,-0.19562,0.014801,,9.0996,121.0318,
6.3352,-2.5142,-0.1924,0.014496,,8.9742,120.3382,
6.3355,-1.9154,-0.18926,0.014496,,9.3307,116.4541,
6.3359,6.2278,-0.18595,0.015412,,9.4701,112.1538,
6.3362,11.7663,-0.18252,0.21958,,9.815,109.9343,
6.3365,16.0175,-0.17956,2.1105,,10.3111,108.8246,
6.3369,-26.2253,-0.1762,2.3378,,10.2064,110.7666,
6.3372,-104.0945,-0.17304,2.264,,9.8147,131.9905,
6.3375,-177.6527,-0.16949,2.209,,9.2963,192.1943,
6.3379,-216.6322,-0.16494,2.3204,,9.1805,260.5825,
6.3382,-209.8662,-0.16209,2.2008,,8.6571,322.0347,
6.3385,-114.4232,-0.15982,2.3006,,8.5269,367.2569,
6.3389,-14.699,-0.15777,2.2338,,8.0851,413.1727,
6.3392,79.3368,-0.15511,2.2692,,7.2418,463.3887,
6.3395,138.1654,-0.15315,2.2588,,7.1408,518.4599,
6.3399,138.4947,-0.15034,2.2539,,7.1259,586.0158,
6.3402,105.5927,-0.14796,2.2652,,7.3881,660.3689,
6.3405,83.0492,-0.14566,2.2533,,7.2395,733.4735,
6.3409,72.0319,-0.14308,2.264,,7.6468,784.7992,
6.3412,53.0212,-0.14085,2.2573,,7.8723,814.7624,
6.3415,49.8777,-0.1381,2.2594,,8.2848,830.4376,
6.3419,30.4478,-0.13584,2.257,,8.5106,839.1768,
6.3422,14.6404,-0.13279,2.2579,,8.6822,847.9161,
6.3425,-3.4722,-0.12938,2.2594,,8.9275,859.7072,
6.3429,-5.1188,-0.1259,2.2579,,9.0552,875.2436,
6.3432,-0.11914,-0.12301,2.2594,,9.4009,890.9188,
6.3435,-7.8133,-0.11996,2.2582,,9.4519,905.3455,
6.3438,-20.1777,-0.11708,2.2585,,9.2625,917.1366,
6.3442,-20.7166,-0.11399,2.2591,,8.9171,924.3499,
6.3445,-13.0225,-0.11081,2.2588,,8.826,927.4018,
6.3448,-13.5315,-0.10763,2.2585,,8.9023,929.0664,
6.3452,-26.4348,-0.10472,2.2582,,8.8511,933.0891,
6.3455,-31.7039,-0.10216,2.2588,,8.8128,939.3315,
6.3458,-29.0095,-0.099507,2.2597,,8.7926,946.4061,
6.3462,-28.6203,-0.096258,2.0903,,8.7686,951.9549,
6.3465,-23.1117,-0.093513,0.26688,,8.9049,955.0066,
6.3468,8.5031,-0.090527,-0.12863,,9.1192,954.4518,
6.3472,34.0403,-0.087401,0.042878,,9.4305,940.9961,
6.3475,43.4409,-0.08428,0.043793,,9.3698,910.6168,
6.3478,37.2437,-0.081012,-0.050813,,9.4779,882.5957,
6.3482,16.766,-0.077885,0.068818,,9.4693,857.9038,
6.3485,-43.7391,-0.074399,-0.039826,,9.4353,838.4832,
6.3488,-95.9513,-0.071312,0.042573,,9.4909,814.9011,
6.3492,-125.2309,-0.068279,0.0010681,,9.3479,786.6026,
6.3495,-125.4405,-0.065316,0.018463,,9.0649,756.0845,
6.3498,-112.597,-0.062281,0.018158,,8.6071,725.7052,
6.3502,-101.4001,-0.059011,0.010529,,8.2071,698.3777,
6.3505,-84.8443,-0.056124,0.02182,,8.1618,673.5471,
6.3508,-69.5458,-0.05375,0.010834,,7.8578,649.8263,
6.3512,-54.4869,-0.051483,0.017548,,7.4987,630.2669,
6.3515,-46.8227,-0.049461,0.014191,,7.0041,614.5918,
6.3518,-39.5178,-0.046549,0.016022,,6.7311,600.8587,
6.3522,-41.0746,-0.044395,0.016022,,6.7653,585.4609,
6.3525,-48.9184,-0.042316,0.014801,,6.8222,568.9534,
6.3528,-61.0733,-0.040363,0.016327,,6.7716,551.1975,
6.3532,-69.1566,-0.038203,0.015106,,6.2909,531.9156,
6.3535,-64.0671,-0.035738,0.016022,,6.2155,513.3274,
6.3538,-57.3011,-0.03332,0.015717,,6.0754,495.1552,
6.3542,-49.0681,-0.031433,0.014801,,6.1219,479.2026,
6.3545,-50.8345,-0.0298,0.015412,,5.9949,465.0534,
6.3548,-51.8823,-0.027847,0.015106,,5.6627,452.8462,
6.3552,-49.9962,-0.026141,0.015412,,5.2955,438.9743,
6.3555,-45.8946,-0.024064,0.015717,,5.1368,424.9638,
6.3558,-37.961,-0.022242,0.016327,,5.2783,409.1499,
6.3562,-28.8598,-0.020662,0.15396,,5.0375,395.0006,
6.3565,-29.9975,-0.019221,1.8999,,4.6557,383.2095,
6.3568,-72.2702,-0.017756,2.4434,,4.125,373.4992,
6.3572,-116.9979,-0.015747,2.199,,3.7609,383.487,
6.3575,-167.1444,-0.014435,2.2506,,3.417,428.5704,
6.3578,-186.9934,-0.013745,2.3012,,3.3495,470.1859,
6.3582,-143.8524,-0.013082,2.2087,,3.0981,497.9296,
6.3585,-21.8543,-0.012229,2.3006,,2.8098,505.4204,
6.3588,83.1989,-0.011564,2.228,,2.566,499.733,
6.3592,139.2132,-0.010303,2.2753,,2.5169,504.7268,
6.3595,122.2982,-0.0095077,2.2524,,2.6799,519.1535,
6.3598,57.2425,-0.0082658,2.2576,,2.5703,553.6944,
6.3602,-2.3046,-0.0076038,2.2631,,2.7207,595.31,
6.3605,-57.3909,-0.0070444,2.2533,,2.5462,638.4514,
6.3608,-75.9825,-0.0059467,2.2631,,2.694,672.576,
6.3612,-69.1866,-0.0053858,2.2548,,2.5418,688.1125,
6.3615,-28.5604,-0.0043207,2.2603,,2.6313,693.1064,
6.3618,25.4181,-0.0035245,2.2576,,2.7115,686.0317,
6.3622,61.7332,-0.0023351,2.2585,,2.8005,680.6218,
6.3625,83.9473,-0.0014985,2.2591,,2.9476,682.9799,
6.3628,69.2477,-0.00059811,2.2591,,2.8688,696.7131,
6.3632,35.7768,0.00017469,2.2594,,3.0149,720.8501,
6.3635,-10.7472,0.0015093,2.2585,,3.0021,747.6227,
6.3638,-41.4339,0.0024618,2.2579,,3.1373,771.3435,
6.3642,-47.182,0.0033171,2.2579,,3.3069,782.5797,
6.3645,-24.2793,0.0045023,2.2576,,3.3523,782.9959,
6.3648,16.7959,0.0056578,2.2585,,3.2771,777.1697,
6.3651,44.7582,0.0068543,2.2579,,3.1823,772.3146,
6.3655,52.8715,0.0082062,2.2582,,3.3026,775.0889,
6.3658,40.0579,0.0090998,2.2582,,3.3404,784.7992,
6.3661,17.6641,0.010234,2.1468,,3.3667,799.7808,
6.3665,-1.2269,0.010934,0.48508,,3.3172,813.5139,
6.3668,1.1682,0.01211,-0.23056,,3.2233,822.9468,
6.3671,23.9212,0.013396,0.10941,,3.5713,822.6694,
6.3675,57.2425,0.014621,0.0022889,,3.6545,808.5201,
6.3678,85.3844,0.015686,-0.024262,,4.0765,790.7641,
6.3681,88.9769,0.016788,0.059052,,4.2383,774.5341,
6.3685,66.2539,0.018608,-0.03769,,4.478,763.0205,
6.3688,26.6456,0.019964,0.04654,,4.6285,754.0037,
6.3691,-8.9509,0.021788,-0.015412,,4.8289,742.2127,
6.3695,-25.1475,0.023394,0.024567,,5.0748,726.815,
6.3698,-29.3388,0.025318,0.014801,,5.081,706.5621,
6.3701,-27.7521,0.026944,0.013886,,5.0932,683.3961,
6.3705,-24.2493,0.028542,0.020294,,5.0664,658.7042,
6.3708,-24.2793,0.030299,0.011139,,4.8779,635.677,
6.3711,-17.8126,0.032136,0.018463,,4.758,615.9789,
6.3715,-12.6632,0.033524,0.013581,,4.6492,600.3038,
6.3718,-9.2802,0.035277,0.016938,,4.6133,587.1255,
